[32T3J 893]
		"Cards": [
			13,
			3,
			5,
			13,
			5
		],
		"Score": 734
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			5,
			5,
			13,
			2
		],
		"Score": 106
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			5,
			13,
			10,
			5
		],
		"Score": 738
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			10,
			9,
			13,
			9
		],
		"Score": 616
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			10,
			13,
			10,
			3
		],
		"Score": 529
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			12,
			13,
			5,
			5
		],
		"Score": 768
	},
	{
		"Grade": 3,
		"Cards": [
			13,
			13,
			3,
			7,
			3
		],
		"Score": 657
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			3,
			5,
			3,
			5
		],
		"Score": 938
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			4,
			14,
			4,
			9
		],
		"Score": 475
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			5,
			10,
			14,
			10
		],
		"Score": 400
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			5,
			13,
			13,
			14
		],
		"Score": 500
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			6,
			8,
			8,
			6
		],
		"Score": 179
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			7,
			8,
			8,
			14
		],
		"Score": 702
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			10,
			9,
			10,
			9
		],
		"Score": 592
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			12,
			10,
			14,
			10
		],
		"Score": 524
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			13,
			14,
			2,
			2
		],
		"Score": 667
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			13,
			14,
			4,
			13
		],
		"Score": 384
	},
	{
		"Grade": 3,
		"Cards": [
			14,
			14,
			7,
			8,
			7
		],
		"Score": 867
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			1,
			2,
			9,
			6
		],
		"Score": 762
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			1,
			5,
			6,
			13
		],
		"Score": 556
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			1,
			13,
			6,
			7
		],
		"Score": 115
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			4,
			12,
			13,
			1
		],
		"Score": 645
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			5,
			1,
			7,
			4
		],
		"Score": 641
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			6,
			8,
			1,
			5
		],
		"Score": 730
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			6,
			12,
			7,
			1
		],
		"Score": 444
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			7,
			12,
			1,
			13
		],
		"Score": 829
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			8,
			7,
			4,
			1
		],
		"Score": 792
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			10,
			1,
			3,
			9
		],
		"Score": 770
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			14,
			9,
			1,
			5
		],
		"Score": 636
	},
	{
		"Grade": 4,
		"Cards": [
			1,
			14,
			13,
			1,
			7
		],
		"Score": 687
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			1,
			1,
			6,
			4
		],
		"Score": 91
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			1,
			12,
			1,
			4
		],
		"Score": 927
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			2,
			2,
			10,
			5
		],
		"Score": 797
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			2,
			6,
			12,
			2
		],
		"Score": 606
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			2,
			7,
			9,
			2
		],
		"Score": 790
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			2,
			10,
			6,
			2
		],
		"Score": 888
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			2,
			13,
			2,
			6
		],
		"Score": 75
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			3,
			3,
			13,
			3
		],
		"Score": 831
	},
	{
		"Grade": 4,
		"Cards": [
			2,
			5,
			2,
			2,
			12
		],
		"Score": 993
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			3,
			7,
			3,
			12
		],
		"Score": 703
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			4,
			3,
			3,
			13
		],
		"Score": 565
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			4,
			4,
			4,
			14
		],
		"Score": 955
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			4,
			10,
			10,
			10
		],
		"Score": 445
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			5,
			1,
			6,
			1
		],
		"Score": 745
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			12,
			3,
			4,
			3
		],
		"Score": 303
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			14,
			3,
			8,
			3
		],
		"Score": 698
	},
	{
		"Grade": 4,
		"Cards": [
			3,
			14,
			7,
			3,
			3
		],
		"Score": 965
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			3,
			3,
			9,
			3
		],
		"Score": 546
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			3,
			5,
			5,
			5
		],
		"Score": 727
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			4,
			4,
			10,
			12
		],
		"Score": 358
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			4,
			5,
			4,
			7
		],
		"Score": 284
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			4,
			5,
			4,
			12
		],
		"Score": 421
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			5,
			14,
			5,
			5
		],
		"Score": 316
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			6,
			14,
			14,
			14
		],
		"Score": 34
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			8,
			8,
			8,
			7
		],
		"Score": 668
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			9,
			4,
			8,
			4
		],
		"Score": 677
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			9,
			14,
			14,
			14
		],
		"Score": 906
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			10,
			4,
			14,
			4
		],
		"Score": 939
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			10,
			9,
			4,
			4
		],
		"Score": 751
	},
	{
		"Grade": 4,
		"Cards": [
			4,
			13,
			13,
			13,
			6
		],
		"Score": 716
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			3,
			13,
			13,
			13
		],
		"Score": 410
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			4,
			8,
			5,
			5
		],
		"Score": 749
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			5,
			5,
			6,
			10
		],
		"Score": 717
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			5,
			5,
			7,
			8
		],
		"Score": 846
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			5,
			6,
			14,
			5
		],
		"Score": 617
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			5,
			7,
			13,
			5
		],
		"Score": 466
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			6,
			6,
			6,
			13
		],
		"Score": 83
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			8,
			5,
			3,
			5
		],
		"Score": 394
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			8,
			8,
			8,
			6
		],
		"Score": 853
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			8,
			8,
			13,
			8
		],
		"Score": 376
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			9,
			5,
			3,
			5
		],
		"Score": 547
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			10,
			3,
			3,
			3
		],
		"Score": 533
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			10,
			5,
			5,
			12
		],
		"Score": 808
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			13,
			13,
			13,
			14
		],
		"Score": 265
	},
	{
		"Grade": 4,
		"Cards": [
			5,
			14,
			14,
			6,
			14
		],
		"Score": 806
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			1,
			13,
			2,
			1
		],
		"Score": 149
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			2,
			2,
			2,
			14
		],
		"Score": 197
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			4,
			8,
			1,
			1
		],
		"Score": 463
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			5,
			5,
			5,
			2
		],
		"Score": 213
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			5,
			5,
			5,
			13
		],
		"Score": 901
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			4,
			12,
			6
		],
		"Score": 628
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			5,
			6,
			10
		],
		"Score": 151
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			6,
			12,
			14
		],
		"Score": 814
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			6,
			14,
			13
		],
		"Score": 602
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			8,
			9,
			6
		],
		"Score": 982
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			13,
			9,
			6
		],
		"Score": 126
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			6,
			14,
			6,
			3
		],
		"Score": 725
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			7,
			6,
			4,
			6
		],
		"Score": 649
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			7,
			12,
			6,
			6
		],
		"Score": 837
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			10,
			6,
			9,
			6
		],
		"Score": 878
	},
	{
		"Grade": 4,
		"Cards": [
			6,
			13,
			6,
			6,
			4
		],
		"Score": 526
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			2,
			13,
			2,
			2
		],
		"Score": 460
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			3,
			1,
			13,
			1
		],
		"Score": 427
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			4,
			4,
			9,
			4
		],
		"Score": 175
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			6,
			2,
			6,
			6
		],
		"Score": 760
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			7,
			4,
			7,
			2
		],
		"Score": 76
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			7,
			7,
			13,
			14
		],
		"Score": 771
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			7,
			7,
			14,
			12
		],
		"Score": 975
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			7,
			12,
			7,
			8
		],
		"Score": 43
	},
	{
		"Grade": 4,
		"Cards": [
			7,
			10,
			10,
			10,
			6
		],
		"Score": 877
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			2,
			10,
			8,
			8
		],
		"Score": 12
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			5,
			9,
			1,
			1
		],
		"Score": 933
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			5,
			12,
			8,
			8
		],
		"Score": 288
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			6,
			6,
			5,
			6
		],
		"Score": 134
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			8,
			8,
			4,
			2
		],
		"Score": 541
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			8,
			9,
			10,
			8
		],
		"Score": 509
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			8,
			14,
			8,
			12
		],
		"Score": 20
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			9,
			3,
			8,
			8
		],
		"Score": 590
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			9,
			9,
			14,
			9
		],
		"Score": 485
	},
	{
		"Grade": 4,
		"Cards": [
			8,
			9,
			12,
			9,
			9
		],
		"Score": 367
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			1,
			1,
			13,
			2
		],
		"Score": 564
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			2,
			12,
			9,
			9
		],
		"Score": 73
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			3,
			9,
			2,
			9
		],
		"Score": 337
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			4,
			9,
			8,
			9
		],
		"Score": 128
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			4,
			10,
			10,
			10
		],
		"Score": 507
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			7,
			7,
			7,
			2
		],
		"Score": 192
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			9,
			12,
			9,
			6
		],
		"Score": 40
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			10,
			10,
			10,
			3
		],
		"Score": 283
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			12,
			4,
			4,
			4
		],
		"Score": 359
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			13,
			13,
			13,
			7
		],
		"Score": 27
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			14,
			10,
			9,
			9
		],
		"Score": 266
	},
	{
		"Grade": 4,
		"Cards": [
			9,
			14,
			13,
			14,
			14
		],
		"Score": 604
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			2,
			4,
			10,
			10
		],
		"Score": 996
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			4,
			4,
			3,
			4
		],
		"Score": 382
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			5,
			10,
			6,
			10
		],
		"Score": 458
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			5,
			13,
			10,
			10
		],
		"Score": 559
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			6,
			6,
			12,
			6
		],
		"Score": 899
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			7,
			2,
			2,
			2
		],
		"Score": 594
	},
	{
		"Grade": 4,
		"Cards": [
			10,
			10,
			9,
			10,
			2
		],
		"Score": 875
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			1,
			2,
			9,
			1
		],
		"Score": 528
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			4,
			12,
			5,
			12
		],
		"Score": 69
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			5,
			6,
			6,
			6
		],
		"Score": 660
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			8,
			8,
			8,
			2
		],
		"Score": 643
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			8,
			12,
			3,
			12
		],
		"Score": 803
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			10,
			1,
			1,
			14
		],
		"Score": 995
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			10,
			12,
			12,
			8
		],
		"Score": 55
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			12,
			4,
			12,
			7
		],
		"Score": 991
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			12,
			9,
			12,
			2
		],
		"Score": 417
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			12,
			12,
			9,
			8
		],
		"Score": 146
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			12,
			12,
			10,
			14
		],
		"Score": 663
	},
	{
		"Grade": 4,
		"Cards": [
			12,
			14,
			14,
			14,
			2
		],
		"Score": 53
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			2,
			13,
			9,
			13
		],
		"Score": 369
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			4,
			9,
			9,
			9
		],
		"Score": 144
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			5,
			13,
			8,
			13
		],
		"Score": 248
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			9,
			9,
			8,
			9
		],
		"Score": 311
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			13,
			3,
			13,
			10
		],
		"Score": 755
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			13,
			6,
			8,
			13
		],
		"Score": 648
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			13,
			10,
			14,
			13
		],
		"Score": 206
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			13,
			13,
			7,
			8
		],
		"Score": 872
	},
	{
		"Grade": 4,
		"Cards": [
			13,
			13,
			13,
			7,
			14
		],
		"Score": 723
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			2,
			13,
			1,
			1
		],
		"Score": 922
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			3,
			3,
			4,
			3
		],
		"Score": 455
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			7,
			2,
			14,
			14
		],
		"Score": 642
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			7,
			14,
			9,
			14
		],
		"Score": 678
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			8,
			6,
			8,
			8
		],
		"Score": 542
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			12,
			3,
			14,
			14
		],
		"Score": 46
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			13,
			13,
			13,
			8
		],
		"Score": 121
	},
	{
		"Grade": 4,
		"Cards": [
			14,
			14,
			14,
			7,
			8
		],
		"Score": 496
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			2,
			3,
			10,
			2
		],
		"Score": 374
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			3,
			3,
			2,
			14
		],
		"Score": 413
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			3,
			6,
			10,
			6
		],
		"Score": 424
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			3,
			12,
			3,
			8
		],
		"Score": 301
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			4,
			2,
			6,
			2
		],
		"Score": 795
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			5,
			2,
			2,
			4
		],
		"Score": 599
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			5,
			5,
			8,
			9
		],
		"Score": 366
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			5,
			13,
			12,
			5
		],
		"Score": 994
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			6,
			4,
			4,
			6
		],
		"Score": 969
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			6,
			5,
			14,
			14
		],
		"Score": 193
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			7,
			7,
			5,
			5
		],
		"Score": 449
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			7,
			7,
			13,
			10
		],
		"Score": 191
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			7,
			8,
			7,
			6
		],
		"Score": 493
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			7,
			8,
			8,
			7
		],
		"Score": 707
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			7,
			10,
			7,
			10
		],
		"Score": 8
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			8,
			4,
			4,
			14
		],
		"Score": 773
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			8,
			8,
			4,
			7
		],
		"Score": 619
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			8,
			8,
			6,
			6
		],
		"Score": 512
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			9,
			4,
			4,
			13
		],
		"Score": 468
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			9,
			7,
			7,
			14
		],
		"Score": 467
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			9,
			12,
			9,
			12
		],
		"Score": 701
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			10,
			2,
			6,
			6
		],
		"Score": 977
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			10,
			6,
			6,
			4
		],
		"Score": 306
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			10,
			10,
			13,
			8
		],
		"Score": 453
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			10,
			14,
			14,
			8
		],
		"Score": 576
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			12,
			9,
			6,
			6
		],
		"Score": 389
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			13,
			8,
			10,
			8
		],
		"Score": 841
	},
	{
		"Grade": 5,
		"Cards": [
			1,
			14,
			14,
			5,
			10
		],
		"Score": 423
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			1,
			12,
			12,
			2
		],
		"Score": 510
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			2,
			2,
			12,
			12
		],
		"Score": 321
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			2,
			7,
			14,
			1
		],
		"Score": 189
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			7,
			1,
			4,
			2
		],
		"Score": 150
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			7,
			1,
			8,
			8
		],
		"Score": 974
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			7,
			2,
			2,
			7
		],
		"Score": 650
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			9,
			1,
			5,
			2
		],
		"Score": 515
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			10,
			10,
			2,
			10
		],
		"Score": 132
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			12,
			1,
			2,
			14
		],
		"Score": 253
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			12,
			1,
			6,
			6
		],
		"Score": 669
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			12,
			12,
			2,
			12
		],
		"Score": 336
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			12,
			13,
			1,
			2
		],
		"Score": 704
	},
	{
		"Grade": 5,
		"Cards": [
			2,
			14,
			2,
			14,
			14
		],
		"Score": 312
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			2,
			10,
			3,
			1
		],
		"Score": 893
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			3,
			1,
			6,
			4
		],
		"Score": 450
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			3,
			1,
			8,
			8
		],
		"Score": 22
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			3,
			3,
			2,
			2
		],
		"Score": 783
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			3,
			6,
			1,
			6
		],
		"Score": 896
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			3,
			13,
			1,
			7
		],
		"Score": 972
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			4,
			5,
			1,
			3
		],
		"Score": 82
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			5,
			5,
			5,
			3
		],
		"Score": 864
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			8,
			3,
			8,
			3
		],
		"Score": 612
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			12,
			3,
			1,
			5
		],
		"Score": 313
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			12,
			3,
			12,
			3
		],
		"Score": 713
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			13,
			3,
			13,
			13
		],
		"Score": 637
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			13,
			6,
			13,
			1
		],
		"Score": 527
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			14,
			7,
			3,
			1
		],
		"Score": 307
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			14,
			13,
			1,
			13
		],
		"Score": 32
	},
	{
		"Grade": 5,
		"Cards": [
			3,
			14,
			14,
			3,
			3
		],
		"Score": 221
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			1,
			9,
			6,
			9
		],
		"Score": 889
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			2,
			2,
			2,
			4
		],
		"Score": 911
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			7,
			1,
			10
		],
		"Score": 373
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			9,
			1,
			9
		],
		"Score": 709
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			9,
			4,
			9
		],
		"Score": 341
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			10,
			2,
			1
		],
		"Score": 131
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			12,
			4,
			12
		],
		"Score": 129
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			4,
			13,
			1,
			13
		],
		"Score": 726
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			5,
			10,
			4,
			1
		],
		"Score": 621
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			6,
			7,
			1,
			7
		],
		"Score": 673
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			7,
			9,
			9,
			1
		],
		"Score": 924
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			10,
			4,
			4,
			10
		],
		"Score": 506
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			12,
			4,
			1,
			6
		],
		"Score": 572
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			12,
			6,
			1,
			6
		],
		"Score": 124
	},
	{
		"Grade": 5,
		"Cards": [
			4,
			14,
			9,
			1,
			4
		],
		"Score": 350
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			2,
			1,
			14,
			5
		],
		"Score": 39
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			2,
			2,
			2,
			5
		],
		"Score": 15
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			2,
			5,
			10,
			1
		],
		"Score": 278
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			3,
			5,
			1,
			3
		],
		"Score": 686
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			3,
			5,
			7,
			1
		],
		"Score": 737
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			4,
			1,
			3,
			4
		],
		"Score": 824
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			5,
			5,
			4,
			4
		],
		"Score": 139
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			5,
			13,
			5,
			13
		],
		"Score": 96
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			8,
			5,
			8,
			5
		],
		"Score": 196
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			9,
			9,
			9,
			5
		],
		"Score": 203
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			10,
			12,
			5,
			1
		],
		"Score": 697
	},
	{
		"Grade": 5,
		"Cards": [
			5,
			12,
			12,
			12,
			5
		],
		"Score": 433
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			1,
			6,
			9,
			2
		],
		"Score": 826
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			1,
			10,
			4,
			10
		],
		"Score": 372
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			1,
			12,
			6,
			12
		],
		"Score": 177
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			2,
			2,
			10,
			1
		],
		"Score": 142
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			2,
			6,
			1,
			8
		],
		"Score": 30
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			2,
			6,
			2,
			2
		],
		"Score": 498
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			2,
			6,
			2,
			6
		],
		"Score": 212
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			4,
			6,
			4,
			6
		],
		"Score": 605
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			5,
			1,
			6,
			5
		],
		"Score": 272
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			5,
			5,
			5,
			6
		],
		"Score": 340
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			6,
			3,
			3,
			3
		],
		"Score": 223
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			6,
			5,
			6,
			5
		],
		"Score": 95
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			6,
			7,
			1,
			4
		],
		"Score": 732
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			6,
			12,
			1,
			5
		],
		"Score": 776
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			9,
			6,
			9,
			6
		],
		"Score": 457
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			10,
			6,
			6,
			10
		],
		"Score": 388
	},
	{
		"Grade": 5,
		"Cards": [
			6,
			12,
			1,
			2,
			2
		],
		"Score": 633
	},
	{
		"Grade": 5,
